,index,fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,nomprov,ind_actividad_cliente,renta,segmento,month_id_x,month_next_id_x,month_id_y,month_next_id_y,variable,value
161615,1402190,2015-03-28,714577,N,ES,V,51,2007-08-25, 0,95.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,LERIDA,0.0,73719.81,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
161767,1412512,2015-03-28,162786,N,ES,H,51,2000-02-24, 0,185.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,456838.68,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
161794,1411489,2015-03-28,164166,N,ES,V,56,2000-03-02, 0,185.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KFC,N,MADRID,1.0,195564.48,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
161920,1332116,2015-03-28,814933,N,ES,V,39,2014-08-04, 0,12.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,HUELVA,1.0,150715.62,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
161989,1808900,2015-03-28,1106583,N,ES,H,49,2012-11-27, 0,32.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,154542.09,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
162023,1807983,2015-03-28,1096600,N,ES,V,30,2012-11-07, 0,32.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,140550.78,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
162031,1678121,2015-03-28,1359881,N,ES,V,29,2014-11-24, 0,8.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,0.0,101637.66,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
162122,1420996,2015-03-28,135546,N,ES,H,53,1999-06-21, 0,193.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,90723.69,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
162313,1415632,2015-03-28,174282,N,ES,V,54,2000-04-27, 0,183.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAY,N,MADRID,1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
162380,1726840,2015-03-28,982607,N,ES,V,39,2011-11-21, 0,44.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,MADRID,1.0,45674.7,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
162516,1681709,2015-03-28,1375881,N,ES,H,30,2015-01-13, 0,6.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,MADRID,1.0,153950.4,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
162569,1681127,2015-03-28,1377180,N,ES,V,22,2015-01-20, 0,6.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,MADRID,1.0,251278.17,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
162581,1276915,2015-03-28,615080,N,ES,V,36,2006-05-22, 0,110.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,424531.26,01 - TOP,3,4,3,4,ind_cco_fin_ult1,Added
162786,1670289,2015-03-28,1382249,N,ES,V,36,2015-02-12, 1,5.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,MADRID,0.0,92843.7,01 - TOP,3,4,3,4,ind_cco_fin_ult1,Dropped
163135,1474041,2015-03-28,109601,N,ES,H,63,1998-10-28, 0,201.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,191263.98,01 - TOP,3,4,3,4,ind_cco_fin_ult1,Dropped
163298,1286196,2015-03-28,587358,N,ES,V,80,2005-12-26, 0,115.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KBH,N,MALAGA,1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
163313,1647536,2015-03-28,1348979,N,ES,V,20,2014-11-05, 0,8.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MALAGA,1.0,106980.39,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
163353,1491991,2015-03-28,357699,N,ES,V,42,2002-05-07, 0,158.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,MALAGA,0.0,77175.42,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
163443,1466279,2015-03-28,53202,N,ES,H,49,1996-12-30, 0,223.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,458482.38,01 - TOP,3,4,3,4,ind_cco_fin_ult1,Dropped
163828,1723725,2015-03-28,1309449,N,ES,V,51,2014-09-17, 0,16.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,RED,N,MURCIA,1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
163848,1579696,2015-03-28,1205589,N,ES,V,26,2013-10-23, 0,21.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MURCIA,1.0,38785.05,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
164026,1402708,2015-03-28,715308,N,ES,V,29,2007-08-29, 0,46.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,MURCIA,1.0,79703.64,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
164051,1668962,2015-03-28,1380371,N,ES,H,25,2015-02-04, 1,5.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHL,N,MURCIA,1.0,38400.54,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
164134,1723176,2015-03-28,1307163,N,ES,V,37,2014-09-15, 0,10.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,VALLADOLID,0.0,101182.41,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
164186,1682936,2015-03-28,1378391,N,ES,V,38,2015-01-26, 0,6.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,VALLADOLID,1.0,47048.07,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
164289,1704574,2015-03-28,1280753,N,ES,V,21,2014-07-28, 0,12.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,ZAMORA,0.0,69056.37,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
164290,1835981,2015-03-28,1109052,N,ES,H,64,2012-12-03, 0,31.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,ZAMORA,0.0,95152.44,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
164373,1631761,2015-03-28,1198340,N,ES,H,22,2013-10-14, 0,21.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHE,N,VALLADOLID,0.0,141014.94,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
164400,1319135,2015-03-28,518751,N,ES,V,91,2005-02-19, 0,125.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,VALLADOLID,0.0,120869.88,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
164460,1512279,2015-03-28,410104,N,ES,V,47,2003-03-06, 0,148.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,113871.18,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
164542,1341526,2015-03-28,782549,N,ES,H,27,2008-08-01, 0,84.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,101777.58,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
164655,1573951,2015-03-28,1231129,N,ES,H,72,2013-12-12, 0,19.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,156302.22,01 - TOP,3,4,3,4,ind_cco_fin_ult1,Added
164775,1586528,2015-03-28,1208924,N,ES,H,24,2013-10-28, 0,21.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,171693.09,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
164899,1330349,2015-03-28,489841,N,ES,V,38,2004-09-06, 0,130.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,147409.5,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
165147,1366132,2015-03-28,861988,N,ES,V,35,2010-01-20, 0,66.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,141249.12,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
165244,1680768,2015-03-28,1376644,N,ES,V,58,2015-01-16, 0,6.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,"PALMAS, LAS",1.0,100466.73,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
165260,1362830,2015-03-28,852248,N,ES,H,37,2009-09-18, 0,70.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,166693.02,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
165310,1489045,2015-03-28,364906,N,ES,V,26,2002-06-25, 0,157.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,MADRID,0.0,74042.85,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
165371,1840865,2015-03-28,1119826,N,ES,V,35,2013-01-29, 0,30.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,"PALMAS, LAS",1.0,69872.1,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
165384,1603138,2015-03-28,1251596,N,ES,H,29,2014-04-02, 0,15.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,67095.45,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
165451,1408083,2015-03-28,722322,N,ES,H,100,2007-10-01, 0,94.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,MADRID,1.0,151726.26,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
165514,1433679,2015-03-28,207331,N,ES,V,76,2001-06-19, 0,163.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,55444.86,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
165560,1510202,2015-03-28,416119,N,ES,V,55,2003-04-22, 0,41.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,237036.09,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
165624,1477516,2015-03-28,118503,N,ES,V,50,1999-01-12, 0,198.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,251837.13,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
165819,1587329,2015-03-28,1259218,N,ES,V,39,2014-05-21, 0,14.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BIZKAIA,1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
165885,1314542,2015-03-28,498619,N,ES,V,48,2004-10-28, 0,129.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAI,N,BIZKAIA,1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
166043,1557289,2015-03-28,322128,N,ES,V,56,2002-01-25, 0,162.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAB,N,ZARAGOZA,1.0,61356.72,01 - TOP,3,4,3,4,ind_cco_fin_ult1,Dropped
166102,1464304,2015-03-28,52339,N,ES,V,48,1996-12-18, 0,223.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ZARAGOZA,1.0,121993.23,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
166152,1744784,2015-03-28,1016910,N,ES,V,42,2012-05-21, 0,38.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BURGOS,1.0,98291.43,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
166172,1396423,2015-03-28,764151,N,ES,V,39,2008-04-25, 0,87.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,BURGOS,1.0,52501.08,01 - TOP,3,4,3,4,ind_cco_fin_ult1,Dropped
166303,1823753,2015-03-28,1136779,N,ES,V,44,2013-06-10, 0,25.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,0.0,123129.78,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
166461,1704343,2015-03-28,1281594,N,ES,V,42,2014-07-28, 0,12.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,BARCELONA,0.0,103467.96,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
166584,1437527,2015-03-28,218099,N,ES,V,53,2001-01-25, 0,174.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,57245.13,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
166782,1648015,2015-03-28,1347808,N,ES,V,66,2014-11-04, 0,8.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHK,N,CORDOBA,0.0,46207.83,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
166844,1707177,2015-03-28,1318324,N,ES,H,22,2014-09-26, 0,10.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHF,N,SEVILLA,1.0,53210.07,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Added
166874,1588443,2015-03-28,1262522,N,ES,H,34,2014-06-09, 0,13.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KFC,N,CEUTA,1.0,251255.67,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
166944,1751525,2015-03-28,1026239,N,ES,H,23,2012-07-19, 0,36.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,"CORUNA, A",1.0,101777.58,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
167044,1594717,2015-03-28,1264462,N,ES,V,35,2014-06-20, 0,13.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,"CORUNA, A",1.0,48888.36,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
167157,1386840,2015-03-28,666363,N,ES,V,67,2010-03-17, 0,100.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,007,N,CASTELLON,0.0,32570.73,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
167306,1695249,2015-03-28,1294202,N,ES,H,21,2014-08-06, 0,11.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,CADIZ,1.0,101777.58,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
167360,1878687,2015-03-28,1067738,N,ES,V,27,2012-09-26, 0,34.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,SEVILLA,1.0,352918.56,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
167432,1280182,2015-03-28,627299,N,ES,H,38,2006-07-13, 0,108.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,CANTABRIA,0.0,80870.1,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
167737,1596657,2015-03-28,1266821,N,ES,H,32,2014-07-02, 0,12.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,ALMERIA,0.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
167772,1670213,2015-03-28,1382668,N,ES,V,23,2015-02-16, 1,5.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,VALENCIA,1.0,80394.42,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
167774,1569030,2015-03-28,1222566,N,ES,H,83,2013-11-20, 0,20.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ALICANTE,1.0,99688.41,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
167790,1684632,2015-03-28,1374960,N,ES,V,24,2015-01-08, 0,6.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHK,N,VALENCIA,0.0,101634.75,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
167796,1375753,2015-03-28,694318,N,ES,V,29,2012-11-02, 0,32.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,VALENCIA,1.0,103831.74,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
167819,1382030,2015-03-28,652699,N,ES,V,45,2006-10-30, 0,105.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ASTURIAS,1.0,76332.48,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
167864,1829820,2015-03-28,1146773,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,3,4,3,4,ind_cco_fin_ult1,Dropped
167928,1685544,2015-03-28,1289740,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,3,4,3,4,ind_cco_fin_ult1,Dropped
168141,1526308,2015-03-28,394366,N,ES,V,67,2002-12-04, 1,4.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ALICANTE,1.0,45180.93,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
168275,1596815,2015-03-28,1266585,N,ES,H,76,2014-07-01, 0,12.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ALBACETE,1.0,89860.08,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
168352,1273878,2015-03-28,624224,N,ES,V,42,2006-06-27, 0,109.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ALICANTE,1.0,125842.14,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
168399,1606622,2015-03-28,1245707,N,ES,H,32,2014-02-26, 0,17.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ALICANTE,1.0,67775.67,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Added
168400,1804703,2015-03-28,1101031,N,ES,V,41,2012-11-14, 0,32.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,VALENCIA,1.0,40620.33,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
168668,1347091,2015-03-28,798788,N,ES,H,38,2008-09-30, 0,82.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,BARCELONA,0.0,103910.1,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
168675,1317175,2015-03-28,517568,N,ES,V,40,2005-02-14, 0,125.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,64456.41,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
168762,1331244,2015-03-28,488786,N,ES,V,45,2004-08-30, 0,131.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,236563.32,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
169031,1692471,2015-03-28,1297936,N,ES,V,23,2014-08-20, 0,11.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,BADAJOZ,0.0,39912.24,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
169069,1408050,2015-03-28,721971,N,ES,V,34,2007-09-29, 0,94.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,VALENCIA,0.0,58489.41,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
169206,1769553,2015-03-28,934672,N,ES,V,24,2011-08-17, 0,47.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,BADAJOZ,1.0,95372.46,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
169351,1278987,2015-03-28,639565,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,3,4,3,4,ind_cco_fin_ult1,Dropped
169417,1390947,2015-03-28,746508,N,ES,V,36,2008-02-07, 0,89.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,BARCELONA,0.0,208021.32,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
169484,1366807,2015-03-28,860577,N,ES,H,36,2010-01-04, 0,66.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFJ,N,GRANADA,0.0,87264.54,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
169642,1669698,2015-03-28,1383674,N,ES,V,59,2015-02-19, 1,5.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHK,N,GIPUZKOA,0.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
169644,1683808,2015-03-28,1369151,N,ES,V,36,2014-12-15, 0,7.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KFC,N,"RIOJA, LA",1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
169694,1359742,2015-03-28,882734,N,ES,H,35,2010-06-15, 0,61.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAH,N,"CORUNA, A",1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Dropped
169830,1703098,2015-03-28,1280031,N,ES,H,21,2014-07-28, 0,12.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHE,N,"CORUNA, A",0.0,50547.57,03 - UNIVERSITARIO,3,4,3,4,ind_cco_fin_ult1,Dropped
169871,1370397,2015-03-28,856804,N,ES,V,35,2009-11-15, 0,68.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,GRANADA,1.0,99223.05,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
169896,1524262,2015-03-28,400500,N,ES,V,42,2003-01-09, 0,150.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KEY,N,"RIOJA, LA",1.0,54933.3,02 - PARTICULARES,3,4,3,4,ind_cco_fin_ult1,Added
169959,1680645,2015-03-28,1376808,N,ES,V,36,2015-01-19, 0,6.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,ZARAGOZA,1.0,71880.75,01 - TOP,3,4,3,4,ind_cco_fin_ult1,Added
170304,2448907,2015-04-28,1087301,N,ES,V,36,2012-10-24, 0,33.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHE,N,BARCELONA,0.0,185178.18,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
170696,2431072,2015-04-28,944948,N,ES,V,23,2011-09-19, 0,46.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,TOLEDO,1.0,95193.66,03 - UNIVERSITARIO,4,5,4,5,ind_cco_fin_ult1,Dropped
170725,2135147,2015-04-28,343057,N,ES,V,43,2002-03-18, 0,160.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MALAGA,1.0,65239.77,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
170735,2378370,2015-04-28,1005074,N,ES,V,42,2012-02-14, 0,41.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BADAJOZ,1.0,105272.19,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
170764,1904404,2015-04-28,599925,N,ES,V,67,2006-03-01, 0,113.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,45515.22,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
170791,1970648,2015-04-28,814933,N,ES,V,39,2014-08-04, 0,12.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,HUELVA,1.0,150715.62,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
170824,2202825,2015-04-28,1221889,N,ES,H,38,2013-11-19, 0,20.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KHE,N,MADRID,1.0,49006.35,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
170944,1992579,2015-04-28,837440,N,ES,V,42,2009-03-04, 0,76.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFG,N,SALAMANCA,1.0,85939.74,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
170979,2227762,2015-04-28,1231129,N,ES,H,72,2013-12-12, 0,19.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,156302.22,01 - TOP,4,5,4,5,ind_cco_fin_ult1,Dropped
170984,1901875,2015-04-28,607889,N,ES,V,43,2006-04-18, 0,111.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,VALENCIA,1.0,101777.58,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
171000,2230366,2015-04-28,1226368,N,ES,V,30,2013-11-27, 0,20.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHE,N,MADRID,0.0,71999.79,03 - UNIVERSITARIO,4,5,4,5,ind_cco_fin_ult1,Dropped
171006,2467354,2015-04-28,1107026,N,ES,H,30,2012-11-28, 0,32.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,VALENCIA,1.0,101777.58,03 - UNIVERSITARIO,4,5,4,5,ind_cco_fin_ult1,Dropped
171161,2209211,2015-04-28,1200816,N,ES,V,24,2013-10-15, 0,21.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,101777.58,03 - UNIVERSITARIO,4,5,4,5,ind_cco_fin_ult1,Dropped
171204,1898136,2015-04-28,534514,N,ES,H,73,2005-05-26, 0,122.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,248233.11,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
171215,1901731,2015-04-28,526608,N,ES,H,42,2005-04-04, 0,123.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KCI,N,MADRID,1.0,181882.53,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
171245,2210415,2015-04-28,1195885,N,ES,V,40,2013-10-11, 0,21.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KHE,N,VALENCIA,1.0,192217.05,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Added
171280,2408755,2015-04-28,889951,N,ES,V,34,2011-10-24, 0,45.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAZ,N,MADRID,0.0,94377.12,02 - PARTICULARES,4,5,4,5,ind_cco_fin_ult1,Dropped
